title,reviewer_name,verified_homebuyer,date,location,review_text,total_score,quality,trustworthiness,value,responsiveness
It is ok,Praveen P.,Yes,2023-02-20,"Brentwood, CA",Need better planning Quality of appliances is bad It’s been 3 months still waiting for microwave.- the one we got is not good and bad quality Fridge is bad - bad quality,1,3,1,1,3
Horrible experience.,Lisa T.,Yes,2023-01-11,"Las Vegas, NV",It’s been 3 month since closing and we are still waiting on some things to get fixed. Painters specifically never show up between the time period they tell you to wait.,1,1,3,3,1
The quality of deliverable is very poor,Xiaoxiang S.,Yes,2022-10-26,"Irvine, CA","This is in lot 39. We have experienced lots of trouble in the home. The customer rep is great, but home builder quality is very very bad. we will pursue law suite to get some coverage for the price paid",1,1,3,3,3
Bad home buying experience,Gustavo P.,Yes,2022-08-02,"Chula Vista, CA","I had a really bad experience with Shea. I was given the wrong information since the beginning, and just went downhill from there. I simply could not trust them. On top of a bad experience, they also had some horrible design choices for this community. It was not on their website, and again try to blame it on the buyer. They tried to sweep any wrongdoing under the rug. I could tell, but they would tell me something different, and this happened at almost every level I dealt with. I did have an amazing experience with the Jr. Rep., who I thought was the only one I could believe.",1,3,2,3,1
Buying an existing model home,Jeffrey M.,Yes,2022-07-27,"Denver, NC","Because this review is going on a public website, I am limiting the review to a summary statement. Overall, the buying experience was poor, which is a shame because as the home buying market shifts and there are fewer buyers, customer service will be the key to future sales.",1,4,1,3,1
Who is Checking the Checker????,Elias L.,Yes,2022-05-06,"Manvel, TX",Beautiful home design and the price was good to include upgrade prices.. I had to remind construction manager about upgrades.. Who is checking the checker? The painters should be banned from painting.. Floors not floated or not properly floated… Still waiting 3 months for outdoor kitchen refrigerator handle.. Waiting on outdoor kitchen brick repairs.. Took a year 13 months to build home since deposit and watched neighborhoods and others builders closing homes within 6 to 8 months.. Can’t blame COVID-19 on this.. The warranty lady for Shea is correcting what should have been done earlier..The sales lady was amazing and a buffer but heard she got fired..,1,3,1,5,1
"Shea Homes-Family - Would never buy a shea home again, worst experience from start",Gaurav S.,Yes,2022-03-01,"Irvine, CA","Would never buy a shea home again, worst experience from start to end",1,2,1,2,3
Poor landscape and lawn,Torey T.,Yes,2021-08-26,"Rosharon, TX","Stove vent not working properly, was told to go through manufacturer, total BS Grass full of weeds and landscape full of weeds Not satified",1,1,2,4,1
For a big company their teams are siloed.,Anonymous,Yes,2021-07-13,"Indio, CA","Do not use Shea Mortgage. We dealt with many mess ups and rudeness like they were doing us a favor. No customer service. And no continuity or communication between the sales team, closing team, finance team, customer representative teams. You need to be the project manager for all of them which is surprising given the size of the company.",1,2,2,2,2
Sheas absolute disregard for quality!!!,John M.,Yes,2021-02-24,"Rio Verde, AZ",Beware! Make sure to visit Toll Bros BEFORE looking at a Shea Home,1,1,1,1,5
Poor customer service not responsive,Sharon L.,Yes,2020-11-05,"Wickenburg, AZ",Shea has yet to respond to my requests for repairs. Cracked slab and dangerous debris left in yard,1,4,1,2,1
Extremely Disappointing Build Experience Marked by Poor Management and Retaliatory Conduct,Megan G.,Yes,2026-01-08,"Fort Mill, SC","Sales team was great; however, my experience building with this builder has been deeply frustrating and disappointing, particularly given the price point and expectations set at contract signing. From early in the process, I encountered significant project management failures, including repeated errors, missed details, and material deviations from the approved plans and selections. These were not subjective preferences—they were clear inconsistencies with documented drawings, specifications, and contractual agreements that I had to identify myself. When I raised legitimate concerns andrequested corrections, the response was troubling. Not only was I met with resistance and deflection, but I was also threatened with contract cancellation for simply holding the builder accountable. The Quality Assurance Manager’s interactions were combative and unprofessional, making an already difficult process unnecessarily adversarial rather than solution-oriented. Post-closing, the experience did not improve. HOA management and oversight following close have also been questionable—further extending the pattern of inadequate management beyond construction itself. Throughout the build, I was repeatedly forced to act as my own quality control to protect a major financial investment. Changes and deviations were often discovered only because I proactively reviewed progress—not because the builder identified or corrected them. For a new-construction home of this scale and cost, I expected: • Competent project oversight • Adherence to approved plans and selections • Professional, respectful quality assurance • Transparent communication • A collaborative approach to resolving issues Unfortunately, that was not my experience. To be clear, the final home itself is beautiful and has received positive feedback from independent inspectors from a structural standpoint. However, that outcome is largely due to my own extensive oversight, documentation, and persistence throughout the build. A favorable end result does not negate the months of unnecessary stress, mismanagement, and adversarial interactions that defined the experience—and it does not improve my overall assessment of the builder’s performance.",1,4,1,1,1
